Rank,Word,Pronunciation,PoS,Definition
2804,hunger,/ˈhʌŋ.gər/,noun,feeling of needing to eat food
2683,hurry,/ˈhʌr.i/,verb,to move quickly
2775,hypothesis,/haɪˈpɑθ.ə.sɪs/,noun,idea that leads to further study or discussion
2435,illustration,/ˌɪl.əˈstreɪ.ʃən/,noun,picture that helps explain something
2502,imagination,/ɪˌmædʒ.əˈneɪ.ʃən/,noun,the ability to think of new ideas or things that are not real
2642,immigrant,/ˈɪm.ɪ.grənt/,noun,person moving to another country to live there
2786,immigration,/ˌɪm.ɪˈgreɪ.ʃən/,noun,the act of moving from one country to another for good
2648,implementation,/ˌɪm.plə.mənˈteɪ.ʃən/,noun,"making a law, system, or plan start to happen or be used"
2421,impressive,/ɪmˈprɛs.ɪv/,adj,something makes someone admire or respect
2575,indication,/ˌɪn.dɪˈkeɪ.ʃən/,noun,something that signals that something else exists or will happen
2494,inflation,/ɪnˈfleɪ.ʃən/,noun,continual rise in the prices of products
2496,injure,/ˈɪn.dʒər/,verb,do physical harm or damage
2714,innocent,/ˈɪn.ə.sənt/,adj,not having done anything wrong or bad
2565,inquiry,/ˈɪn.kwə.ri/,noun,request for information
2505,insight,/ˈɪnˌsaɪt/,noun,a clear idea about how something works
2745,institutional,/ˌɪn.stɪˈtu.ʃən.əl/,adj,concerning a large organization such as a hospital or university
2805,insure,/ɪnˈʃʊər/,verb,to buy protection against possible loss or injury
2564,intense,/ɪnˈtɛns/,adj,"very strong, great, or extreme in degree"
2636,interior,/ɪnˈtɪ.ri.ər/,adj,inside part of something
2627,invent,/ɪnˈvɛnt/,verb,to create something useful for the first time
2580,jail,/dʒeɪl/,noun,place to hold criminals being punished for a crime
2429,journal,/ˈdʒɜr.nəl/,noun,a written record of subjects or events
2510,joy,/dʒɔɪ/,noun,feeling of great happiness and pleasure
2605,jury,/ˈdʒʊər.i/,noun,group of people who listen to information about something and make a decision
2657,knife,/naɪf/,noun,long piece of metal you use for cutting things
2442,laboratory,/ˈlæb.rəˌtɔr.i/,noun,a place for doing research and experiments
2802,lazy,/ˈleɪ.zi/,adj,not liking to work or make an effort
2730,leap,/lip/,verb,to move forwards often in big steps
2733,leather,/ˈlɛð.ər/,noun,a material made from the skin of an animal
2645,liability,/ˌlaɪ.əˈbɪl.ɪ.ti/,noun,"something that is owed to someone else (e.g., a debt)"
2574,limitation,/ˌlɪm.ɪˈteɪ.ʃən/,noun,act of controlling or reducing the size of something
2692,liquid,/ˈlɪk.wɪd/,noun,basic state of things that is similar to water; not solid or gas
2785,listener,/ˈlɪs.ə.nər/,noun,someone who pays attention to what is said
2488,literally,/ˈlɪt.ər.ə.li/,adv,in a way that expresses the exact meaning of something
2470,literary,/ˈlɪt.əˌrɛr.i/,adj,concerned with written works
2684,logic,/ˈlɑdʒ.ɪk/,noun,a way of thinking by using facts and reasoning
2711,lover,/ˈlʌv.ər/,noun,a person who likes someone or something very strongly
2660,luxury,/ˈlʌk.ʃə.ri/,noun,something expensive or costly that is not needed which is bought for pleasure
2417,mad,/ˈmæd/,adj,"very angry, very strong feelings, crazy"
2592,magic,/ˈmædʒ.ɪk/,noun,a special power that allows impossible things to happen
2548,maintenance,/ˈmeɪn.tə.nəns/,noun,keeping (a machine) working by checking and fixing it
2619,maker,/ˈmeɪ.kər/,noun,"person, company, or object that creates things"
2453,march,/mɑrtʃ/,verb,to walk with regular steps as a group
2779,mayor,/ˈmeɪ.ər/,noun,head of a city's government
2431,measurement,/ˈmɛʒ.ər.mənt/,noun,the finding of the size or amount of something or someone
2597,menu,/ˈmɛn.ju/,noun,list of dishes available at a restaurant
2582,mere,/mɪər/,adj,small and unimportant
2520,mixture,/ˈmɪks.tʃər/,noun,something made by combining two or more things
2484,modify,/ˈmɑd.əˌfaɪ/,verb,to make small changes to something
2790,module,/ˈmɑdʒ.ul/,noun,part or unit with a specific job
2738,monthly,/ˈmʌnθ.li/,adv,occurring twelve times a year
2599,moon,/mun/,noun,round object circling the earth at night
2443,mortgage,/ˈmɔr.gɪdʒ/,noun,long-term loan from a bank for buying property
2441,motivate,/ˈmoʊ.təˌveɪt/,verb,to make someone excited about doing something
2633,motivation,/ˌmoʊ.təˈveɪ.ʃən/,noun,feeling in a person that makes him or her want to do something
2410,motor,/ˈmoʊ.tər/,noun,a machine that uses energy to make something work or move
2439,mutual,/ˈmju.tʃu.əl/,adj,shared between two or more people
2593,mystery,/ˈmɪs.tə.ri/,noun,"book, play, or film that deals with a solution of a strange crime"
2624,narrative,/ˈnær.ə.tɪv/,noun,the telling of a story
2578,neglect,/nɪˈglɛkt/,verb,to fail to take care of something
2676,nerve,/nɜrv/,noun,long thin cells in the body that makes feeling and movement possible
2799,noun,/naʊn/,noun,"a word that refers to a person, place, thing, quality, idea, or action"
2638,nowhere,/ˈnoʊˌwɛər/,adv,not in or at any place; no place
2671,ocean,/ˈoʊ.ʃən/,noun,large body of salt water that covers most of the surface of the earth
2461,opera,/ˈɑp.ər.ə/,noun,play with music in which all the words are sung
2499,orange,/ˈɔr.ɪndʒ/,adj,a color that is a mixture of red and yellow
2760,organic,/ɔrˈgæn.ɪk/,adj,concerning food made with few or no chemicals
2752,ownership,/ˈoʊ.nərˌʃɪp/,noun,legal right to have something belong to you
2757,pale,/peɪl/,adj,light in color
2693,panic,/ˈpæn.ɪk/,noun,overwhelming feeling of fear and anxiety
2618,paragraph,/ˈpɛr.əˌɡræf/,noun,section of writing that usually deals with one subject
2528,participation,/pɑrˌtɪs.əˈpeɪ.ʃən/,noun,act of being involved in something
2527,partnership,/ˈpɑrt.nərˌʃɪp/,noun,working with others for some purpose
2445,passion,/ˈpæʃ.ən/,noun,"powerful, positive feeling about something"
2530,penalty,/ˈpɛn.l.ti/,noun,punishment for committing a crime or offense
2414,permission,/pərˈmɪʃ.ən/,noun,right to do something as allowed by another
2501,personnel,/ˌpɜr.səˈnɛl/,noun,group of people who work for a company
2591,piano,/piˈæn.oʊ/,noun,keyboard instrument used for playing music
2519,pig,/ˈpɪɡ/,noun,farm animal that gives bacon and ham
2518,pile,/paɪl/,noun,group of things one on top of another
2587,pipe,/paɪp/,noun,"tube a round, hollow piece of metal, plastic, or wood"
2515,poet,/ˈpoʊ.ɪt/,noun,person who writes poems
2533,poetry,/ˈpoʊ.ɪ.tri/,noun,poetic writing; imaginative verses
2713,portrait,/ˈpɔr.trɪt/,noun,"painting, drawing, or photograph of a person's head and shoulders"
2413,possess,/pəˈzɛs/,verb,to have or own something
2541,possession,/pəˈzɛʃ.ən/,noun,having or owning something
2550,pot,/pɑt/,noun,"deep, round container that is used for cooking"
2623,potato,/pəˈteɪ.toʊ/,noun,edible vegetable
2558,potentially,/pəˈtɛn.ʃə.li/,adv,that could happen or become reality
2473,praise,/preɪz/,verb,to express approval of something or someone
2639,pray,/preɪ/,verb,to wish or hope for something to happen or be true
2723,precise,/prɪˈsaɪs/,adj,very accurate and exact expression or detail
2743,pregnancy,/ˈprɛg.nən.si/,noun,time when a female is going to have a baby
2511,pregnant,/ˈprɛg.nənt/,adj,when a female carries a baby inside her that is not yet born
2600,presumably,/prɪˈzu.mə.bli/,adv,concerning a true or likely nature
2560,pretend,/prɪˈtɛnd/,verb,to act as if something is true when it is not
2563,pride,/praɪd/,noun,when you respect yourself
2664,printer,/ˈprɪn.tər/,noun,machine that makes copies of papers and documents
2437,privilege,/ˈprɪv.lɪdʒ/,noun,advantage or right that is given to only a certain person or group of people
2629,pro,/prəʊ/,noun,someone who earns money doing something they are particularly good at
2732,probability,/ˌprɑb.əˈbɪl.ɪ.ti/,noun,what the chances are that something will happen
2487,profession,/prəˈfɛʃ.ən/,noun,job requiring special education or skills
2444,promotion,/prəˈmoʊ.ʃən/,noun,moving someone to a more important position
2452,province,/ˈprɑv.ɪns/,noun,area that a country or nation is divided into
2523,psychological,/ˌsaɪ.kəˈlɑdʒ.ɪ.kəl/,adj,having to do with the mind
2476,publisher,/ˈpʌb.lɪ.ʃər/,noun,business that produces books or magazines
2475,pump,/pʌmp/,verb,to make water or any other liquid move using a machine
2753,qualification,/ˌkwɑl.ə.fɪˈkeɪ.ʃən/,noun,official record proving a certain standard or level
2672,quietly,/ˈkwaɪ.ɪt.li/,adv,making little sound
2613,racial,/ˈreɪ.ʃəl/,adj,relating to a person's group based on inherited physical appearance
2440,rail,/reɪl/,noun,"long, thin piece of metal"
2432,random,/ˈræn.dəm/,adj,chosen or done without a plan or pattern
2712,rat,/ræt/,noun,an animal that looks like a large mouse
2686,raw,/rɔ/,adj,uncooked
2596,rear,/rɪər/,adj,towards the back part of something
2718,reasonably,/ˈri.zən.ə.bli/,adv,in a fair and just manner
2701,reckon,/ˈrɛk.ən/,verb,to believe that something is true or possible; to calculate or guess
2675,reflection,/rɪˈflɛk.ʃən/,noun,"image that you see in a mirror, glass, or water"
2736,refugee,/ˌrɛf.jʊˈdʒi/,noun,a person who ran away from his or her country because of war
2610,regardless,/rɪˈgɑrd.lɪs/,adj,without being affected or concerned by something difficult or troubling
2783,registration,/ˌrɛdʒ.əˈstreɪ.ʃən/,noun,act of recording information on an official list
2584,regulate,/ˈrɛg.jəˌleɪt/,verb,to make rules or laws to control something or someone
2512,reliable,/rɪˈlaɪ.ə.bəl/,adj,"deserving of your trust, dependable"
2497,remote,/rɪˈmoʊt/,adj,far away
2566,resign,/rɪˈzaɪn/,verb,to leave a job because you want to
2688,revise,/rɪˈvaɪz/,verb,to make changes to improve something
2695,rice,/raɪs/,noun,white or brown grains from a plant used for food
2403,rid,/ˈrɪd/,verb,to no longer be wanted so you throw it away
2634,romantic,/roʊˈmæn.tɪk/,adj,related to strong feelings of love between two people
2798,rose,/rəʊz/,noun,a red flower used to show love
2450,roughly,/ˈrʌf.li/,adv,in an inexact or imprecise manner
2776,royal,/ˈrɔɪ.əl/,adj,concerning a king or queen
2405,ruin,/ˈru.ɪn/,verb,"to spoil something, to make it useless"
2537,sake,/seɪk/,noun,interest or benefit of someone or something
2459,salt,/sɔlt/,noun,natural white substance used to flavor or preserve food
2616,sanction,/ˈsæŋk.ʃən/,noun,action taken to force a country to obey laws
2611,scan,/skæn/,verb,to look within something for a particular person or thing
2522,scholar,/ˈskɑl.ər/,noun,a person who studies and knows a lot about a particular subject
2559,scope,/ˈskəʊp/,noun,range of things that something includes
2641,servant,/ˈsɜr.vənt/,noun,a person who works in another person's house and takes care of them
2762,server,/ˈsɜr.vər/,noun,a person or thing that brings things to you when asked to
2726,shade,/ʃeɪd/,noun,area of darkness where something stops the light
2710,sheep,/ʃip/,noun,farm animal kept for meat and wool
2538,shelf,/ʃɛlf/,noun,flat board attached to a wall on which to store things
2570,shell,/ʃɛl/,noun,hard outer covering that protects
2581,shelter,/ˈʃɛl.tər/,noun,a place to live or stay that protects someone from weather
2632,shine,/ʃaɪn/,verb,to make bright light
2737,shore,/ʃɔr/,noun,land along the edge of an area of water
2742,sigh,/saɪ/,verb,to breathe out in a way to show boredom or disappointment
2474,silent,/ˈsaɪ.lənt/,adj,not speaking or making noise
2702,silly,/ˈsɪl.i/,adv,lacking seriousness or foolish
2728,situate,/ˈsɪtʃ.uˌeɪt/,verb,to place someone or something in a particular place or position
2594,ski,/ski/,noun,one of a pair of long flat boards attached to boots for moving smoothly over snow
2451,skirt,/skɜrt/,noun,piece of clothing for the lower body worn by women
2425,slave,/sleɪv/,noun,someone who is legally owned by another person
2746,slice,/slaɪs/,noun,a flat piece of food that has been cut from a bigger piece
2696,slope,/sloʊp/,noun,an area of land that is higher on one side than the other
2731,snap,/snæp/,verb,to break something long and thin
2796,solar,/ˈsoʊ.lər/,adj,"to do with the sun, like sunlight or the heat from the sun"
2598,species,/ˈspi.siz/,noun,a group of related animals or plant
2576,stability,/stəˈbɪl.ɪ.ti/,noun,quality of not being easily moved or changed
2758,stain,/steɪn/,verb,to mark or change the color of something so it looks dirty
2630,stair,/stɛər/,noun,steps that go from one level to another
2525,stake,/steɪk/,verb,a strong stick with a pointed end that you push into the ground
2654,stamp,/stæmp/,noun,small piece of paper you buy to put on a letter that you mail
2621,stimulate,/ˈstɪm.jəˌleɪt/,verb,excite to action
2740,stir,/stɜr/,verb,to mix something by making circular movements in it with a tool
2637,stomach,/ˈstʌm.ək/,noun,place in the body where food is broken down so your body can use it
2707,storage,/ˈstɔr.ɪdʒ/,noun,a safe place to keep something until it is needed
2725,stranger,/ˈstreɪn.dʒər/,noun,someone you do not know
2552,strengthen,/ˈstrɛŋ.θən/,verb,to make something stronger
2568,strict,/strɪkt/,adj,must be obeyed
2763,structural,/ˈstrʌk.tʃər.əl/,adj,related to the way something is built or organized
2749,subsequently,/ˈsʌb.sɪ.kwənt.li/,adv,after something else has happened
2715,substitute,/ˈsʌb.stɪˌtut/,noun,person or thing that takes the place of something
2433,successfully,/səkˈsɛs.fəl/,adv,in a manner that achieves a goal
2729,summarize,/ˈsʌm.əˌraɪz/,verb,to state the main or most important ideas of something
2716,supplement,/ˈsʌp.lə.mənt/,noun,something added to another thing to make it better
2646,surprisingly,/sərˈpraɪ.zɪŋ.li/,adv,in an unexpected way
2411,survival,/sərˈvaɪ.vəl/,noun,act of continuing to exist when facing difficulty
2754,suspend,/səˈspɛnd/,verb,to stop something for a period of time; to interrupt
2735,swear,/swɛər/,verb,to make a serious promise to do something
2506,tackle,/ˈtæk.əl/,verb,to take action to solve a difficult problem
2540,tail,/teɪl/,noun,back end of an animal's body that sticks out
2546,tale,/teɪl/,noun,story about colorful and imaginary events
2408,tendency,/ˈtɛn.dən.si/,noun,quality that something happens or someone behaves in a particular way
2787,tender,/ˈtɛn.dər/,adj,loving and gentle
2722,tent,/tɛnt/,noun,portable cloth shelter used outdoors
2777,theoretical,/ˌθi.əˈrɛt.ɪ.kəl/,adj,involving the uncertain or yet to be proved parts of a particular subject
2498,therapy,/ˈθɛr.ə.pi/,noun,treatment intended to help fix your problem or medical illness
2809,thirst,/θɜrst/,noun,need for something to drink
2504,throat,/ˈθrəʊt/,noun,passage inside the neck used to swallow and breathe
2625,tissue,/ˈtɪʃ.u/,noun,"piece of thin, soft paper"
2761,tongue,/tʌŋ/,noun,part of the mouth that tastes food and is used for speaking
2628,tourism,/ˈtʊər.ɪz.əm/,noun,"traveling to new places (e.g., abroad, for vacations)"
2782,tournament,/ˈtʊər.nə.mənt/,noun,a competition made up of a series of games between many competitors
